,Id,roberta_neg,roberta_neu,roberta_pos,roberta_polarity,Source,Date,Title,Content,Name,Rating,Version,emotion,,,,
1217,1218,0.001731176,0.007093712,0.991175056,1,Food Gang,2021-08-30,,"This game is really really fun! If you love PvP games, this is the one for you! I just reccomend adding some more characters! (:",Hannah Ann Co,5,1.0.6,joy,,,,
1218,1219,0.613967299,0.302092791,0.083939962,0,Food Gang,2021-08-29,,Bad game but funny,Yuvraj bisht,5,,amusement,,,,
1219,1220,0.965721905,0.032157168,0.002120881,0,Food Gang,2021-08-28,,You can't pass mission 2 why do you have to use tom tom is stupid,Jerold Sarmiento,1,1.0.6,anger,,,,
1220,1221,0.106943645,0.541905642,0.351150721,1,Food Gang,2021-08-28,,Ummmm can you make it so the walking joystick doesn't move when we drag it because whenever i have to jump it wont go forward and if i drag it to quickly the character will stop moving i had lost a bunch of time because if this issuse and can you please make it so toms attack isnt a curve in some maps toms attack wont hit others because there is a platform above him so i request you to make it so toms attack isnt a curve if you guys make these changes the game will be an easy 5 star . Thanks,sarthak sharma,4,,gratitude,,,,
1221,1222,0.001943715,0.00877763,0.989278615,1,Food Gang,2021-08-28,,Awesome game I like this the fighters are good. And the graphics are good it's really fun.its funny🤣,Parv Agrwal,5,1.0.6,admiration,,,,
1222,1223,0.009046515,0.058979541,0.931973934,1,Food Gang,2021-08-28,,Fantastic game,Swarnali Srimani,5,,admiration,,,,
1223,1224,0.154342979,0.689226151,0.156430945,1,Food Gang,2021-08-27,,Loja me e mir,Orjana Gjoka,5,1.0.6,fear,,,,
1224,1225,0.002292534,0.030880544,0.966826916,1,Food Gang,2021-08-27,,This is interesting game favourite fighter is IGOR,Kumari Priyanka Sharma,5,1.0.6,excitement,,,,
1225,1226,0.00185692,0.007505872,0.990637243,1,Food Gang,2021-08-26,,Very good im love thi app,rose lina,5,,admiration,,,,
1226,1227,0.002470433,0.010192567,0.987337053,1,Food Gang,2021-08-26,,This is wonderful game,Shrusti bk,5,,admiration,,,,
1227,1228,0.88007164,0.096633181,0.02329511,0,Food Gang,2021-08-25,,I played this game one year ago what happened to it!? its so laggy now👎 please fix this it use to be fun but not anymore😔,JULIUS THE LIGHTING GOD,2,1.0.6,confusion,,,,
1228,1229,0.808496416,0.157888606,0.03361496,0,Food Gang,2021-08-25,,This is OK butt my wifi is soo slow and the game is bad,Winah Cafino,3,1.0.6,annoyance,,,,
1229,1230,0.818209171,0.171269149,0.010521616,0,Food Gang,2021-08-25,,I can't click battle and I can't click ghe cards food,Obe Seas,2,1.0.6,neutral,,,,
1230,1231,0.168106645,0.427148074,0.404745281,1,Food Gang,2021-08-25,,I like this game it disconnects many time after a few seconds it will disconnect. When I am going to win a match it will disconnect. It happen 20 50 times to me,Raghavendra Devadiga,5,1.0.6,love,,,,
1231,1232,0.082293436,0.612225175,0.305481434,1,Food Gang,2021-08-24,,Xxx,Malkit Gill,5,,neutral,,,,
1232,1233,0.076173976,0.217981502,0.705844522,1,Food Gang,2021-08-24,,It a good game it's just to much ads and the chance of unlocking a food from a box is very low so that's why I rated it a 3 star,Popo Go,3,1.0.6,approval,,,,
1233,1234,0.423666686,0.344740838,0.231592491,0,Food Gang,2021-08-24,,Even tho i really love the game it is too laggy for me to give it five stars.,Kristine Kvisli,4,,disapproval,,,,
1234,1235,0.004304922,0.035143059,0.960551977,1,Food Gang,2021-08-24,,Please update the game the we can play with our own friends like facebook friends okkkkk but game was awesome please do it,R. Charan Teja,5,1.0.6,joy,,,,
1235,1236,0.022607805,0.230594486,0.74679774,1,Food Gang,2021-08-23,,Amazing,Aidan Zavala,5,,admiration,,,,
1236,1237,0.008846232,0.075487569,0.915666223,1,Food Gang,2021-08-23,,Good game,Ahmed Bikic,5,,gratitude,,,,
1237,1238,0.225929856,0.552543879,0.221526295,0,Food Gang,2021-08-23,,Babi,Zulia Binti selamat,5,,neutral,,,,
1238,1239,0.001890674,0.006876012,0.991233289,1,Food Gang,2021-08-23,,I love this game. It is just like a type of game that you collect resources and fight! This type is very fun!,Jacelyn Pang,5,1.0.6,love,,,,
1239,1240,0.176109254,0.642004788,0.181885988,1,Food Gang,2021-08-23,,Pro this game is op then my mom joke But this game i osam if u are intal this game you are op then me.,kumari pushpa,5,1.0.6,amusement,,,,
1240,1241,0.328277349,0.588135064,0.083587579,0,Food Gang,2021-08-23,,This game is asoum,DIVYANSH KARMAKAR,5,,neutral,,,,
1241,1242,0.015558525,0.099657089,0.8847844,1,Food Gang,2021-08-22,,This game is fun but pls add more chacters pls,Guest Boi,4,1.0.6,joy,,,,
1242,1243,0.013105392,0.103497155,0.88339746,1,Food Gang,2021-08-22,,Its fun,Levi Roberts,5,,joy,,,,
1243,1244,0.222131342,0.547059298,0.23080942,1,Food Gang,2021-08-21,,Bonak,Roderick Concepcion,5,1.0.6,neutral,,,,
1244,1245,0.052287642,0.403431505,0.544280827,1,Food Gang,2021-08-21,,siapa nak downlod game ni kena internet laju kalau tak laju dia jadi conection lose game ni online tau aku suka game ni bagus laaa 😊😊😊🤗🤗🤗,Danish Aniq,5,1.0.6,sadness,,,,
1245,1246,0.002939375,0.024898302,0.972162366,1,Food Gang,2021-08-21,,Cool game!!!!!!!!!!!$,Nadho Lama,5,,excitement,,,,
1246,1247,0.857165456,0.12915048,0.013683989,0,Food Gang,2021-08-21,,Too laggy,A Google user,2,,nervousness,,,,
1247,1248,0.575665176,0.349469721,0.074865095,0,Food Gang,2021-08-20,,Not to good game need more ubdate.Need some game mode.need add friend and a battle royel mode like Pubg Mobile.,Md Nazmul Shakib,1,,desire,,,,
1248,1249,0.018961364,0.19401224,0.787026465,1,Food Gang,2021-08-20,,Ilikefood,ERIC CHIN YEE RIC Moe,5,,love,,,,
1249,1250,0.001997846,0.021812366,0.976189792,1,Food Gang,2021-08-19,,"Really cool,you should make this game Offline",mr Boy,5,,approval,,,,
1250,1251,0.009311724,0.02321093,0.967477322,1,Food Gang,2021-08-19,,O..M..G I HAVE WANTED A GAME THIS TYPE OMGGG THIS IS THE BEST GAME but theres one thing :/ just update the games pleus :c new characters qnd new maps would be great I love this game bye have a nice day bloop games but please new updates pleaseee and this would be the bestest game in the world probs u wont do it cuz only i have seen the comments they are kinda right about the ads and thr internet connection but its all worth it but pls make updates and poof no more space for the review,Jogi Tippa,5,1.0.6,admiration,,,,
1251,1252,0.945103288,0.049791642,0.00510511,0,Food Gang,2021-08-19,,I cannot play battle,A Google user,1,,disapproval,,,,
1252,1253,0.79552114,0.171869025,0.032609783,0,Food Gang,2021-08-19,,Trash,bleron Suka,3,,neutral,,,,
1253,1254,0.00395717,0.084335618,0.911707222,1,Food Gang,2021-08-19,,Vegtibles are good for 100 years old old old mr bean luffy king naruto9oooo9,Ruby Rosales,2,,approval,,,,
1254,1255,0.006287505,0.084794968,0.908917546,1,Food Gang,2021-08-18,,Best timepass game,Md Atif,5,,admiration,,,,
1255,1256,0.070430256,0.868471324,0.061098401,0,Food Gang,2021-08-18,,Asks Rotoworld,Zander Jansen,1,1.0.6,neutral,,,,
1256,1257,0.980771482,0.016674194,0.002554302,0,Food Gang,2021-08-18,,This game is very very worst,Rasmi Mishra,5,1.0.6,disgust,,,,
1257,1258,0.862941802,0.127073839,0.00998429,0,Food Gang,2021-08-18,,game cant even play with out finding wifi,Kinley Moo,1,1.0.6,disapproval,,,,
1258,1259,0.133774802,0.6099751,0.256250054,1,Food Gang,2021-08-18,,Beau,Landyn Leaym,5,,neutral,,,,
1259,1260,0.045894962,0.800061822,0.154043302,1,Food Gang,2021-08-18,,3 way FeedBack,Matthew Medina,5,,neutral,,,,
1260,1261,0.007595273,0.234056488,0.758348227,1,Food Gang,2021-08-17,,Cool,Carlos Belcerra,5,1.0.6,admiration,,,,
1261,1262,0.165473729,0.674146593,0.160379723,0,Food Gang,2021-08-17,,"Put new modes. Ranked pvp (NoBOTS MK).Make it fair. If you have level1 food players should also in ranked a.k.a TROPHY MATCHMAKING.Make weekly missions so that the characters you HAVE could randomly get a weekly missions not that you have to WASTE MONEY JUST TO COMPLETE A WEEKLY MISSION FOR A FOOD (im a ftp player)Also,the modes could have br in it for a different gameplay style or ffa With another suggestionNew bigger maps could stillbe2d Also in ranked you should lose trophies the higher rank.",Angel Maldonado,4,1.0.6,neutral,,,,
1262,1263,0.754265726,0.223978475,0.021755733,0,Food Gang,2021-08-17,,Just don't download this game when I win one time then 3 ads come,Januka Sapkota,1,,approval,,,,
1263,1264,0.004448285,0.048114236,0.947437525,1,Food Gang,2021-08-16,,Its a good game ovw been playing a long time bit i feel like it could ise an update maybe more people or areas and challenge ya know,Simon Sedlak,3,1.0.6,admiration,,,,
1264,1265,0.596235394,0.359006226,0.044758439,0,Food Gang,2021-08-16,,The problem: this game should have login option in the next update please give this option,Mithra Mithrajayakumar,5,1.0.6,gratitude,,,,
1265,1266,0.889462888,0.10090109,0.009635996,0,Food Gang,2021-08-15,,Bruh i keep getting disconnected,McJojoKitty,1,,annoyance,,,,
1266,1267,0.130937904,0.270257533,0.598804593,1,Food Gang,2021-08-15,,Your bots are too good,Chaparrita García,1,1.0.6,admiration,,,,
1267,1268,0.961845517,0.034744911,0.003409601,0,Food Gang,2021-08-15,,I'm annoying 👿😠this game but i am if out in game then this game glitch,Ma. Christine Mae Superio,1,,annoyance,,,,
1268,1269,0.043305837,0.86544013,0.091254048,1,Food Gang,2021-08-15,,Make a new food gang offline,Patience Odiachi,5,,neutral,,,,
1269,1270,0.323581815,0.642432928,0.033985212,0,Food Gang,2021-08-15,,خخخخخححیییییلللسیییآاااااالللیییییی,معظم امینی,5,,curiosity,,,,
1270,1271,0.232384399,0.559173048,0.208442554,0,Food Gang,2021-08-14,,Ecm,Sen,4,,neutral,,,,
1271,1272,0.002437399,0.011649473,0.985913098,1,Food Gang,2021-08-14,,This is the third best game in the world,Kirti Dabhade,5,1.0.6,admiration,,,,
1272,1273,0.199352413,0.613756776,0.186890721,0,Food Gang,2021-08-14,,G9d,Loke Loke,5,1.0.6,neutral,,,,
1273,1274,0.001676766,0.011423033,0.986900151,1,Food Gang,2021-08-13,,I like this game veryyy much,Somenath Nath,5,1.0.6,love,,,,
1274,1275,0.016369523,0.088013597,0.895616829,1,Food Gang,2021-08-13,,"I played last means 1 year ago it's nice , now I can play only 1 match . So I gave only four star last I played was very nice please clear if there are any glitches or bugs",madu gera,4,1.0.6,realization,,,,
1275,1276,0.962069273,0.034151558,0.003779143,0,Food Gang,2021-08-13,,"Buff Tom He might actually be the worst character in the game 1. Pitiful damage for someone who uses explosive rockets, lack of splash damage also is detrimental for this character 2. Extremely awkward angle of launch; it always seems to hit a ceiling or an edge or a wall 3. Low fire rate that makes his damage even worse, this also makes him lose many matchups against melee characters since he can't reliably turn around and hit them at and flee and the same time",rizzz,3,1.0.6,anger,,,,
1276,1277,0.002718042,0.02967672,0.967605233,1,Food Gang,2021-08-12,,Brawl Stars 2D Not Hard To Play That is The Interesting Thing In The Gane Everyone Talking About Love This Game So Much,AK Gaming,5,,love,,,,
1277,1278,0.112467691,0.668776274,0.218756005,1,Food Gang,2021-08-12,,Acche game,anil kumar,5,,neutral,,,,
1278,1279,0.82023412,0.160881296,0.018884562,0,Food Gang,2021-08-12,,"this game is very misleading. this is definitely not an online game. I turned off my internet connection while in the tutorial, after the tutorial I managed to play about 5 matches without internet connection.",Peyman,1,1.0.6,disapproval,,,,
1279,1280,0.001902601,0.036840461,0.961256981,1,Food Gang,2021-08-11,,Need an update plz add new fighters real fun plz make giant fridge super easy to get a new fighter and fighters powers for big fridge do it easy to get them and for normal fridge do a little easy to get them so i will invite more people to play ok also add friend list and multiplayer gameplay i will make lot of fun i will be back soon ok bye,Aishath Sheleena,4,1.0.6,joy,,,,
1280,1281,0.278293639,0.36196354,0.35974285,1,Food Gang,2021-08-10,,I loved the game and have received all the characters by playing -Nori epic. But my little sister delete it and all my progress is gone. The game should updated with returning players or cloud backup. Fix my problem I will give 5 stars,Juliana Pillai,3,,love,,,,
1281,1282,0.002392078,0.006870388,0.990737498,1,Food Gang,2021-08-10,,wow i never ever se e a game like this it changed my life it was great to play this game it was fun☺☺☺ keep on working bloop you ur amazing☺😊you ur 100% amazing😁😁 hello flyppy,Ria Vallada,5,1.0.6,admiration,,,,
1282,1283,0.801955163,0.169628561,0.028416257,0,Food Gang,2021-08-10,,not the best game i have ever seen at all soo 3 stars and herees a weird sentance to finish it off gjeropiry rwep98r hyury riouesgfiouewgfuoiygywuewgiudheufyg2ufuiego2ug8r3g98yu9gu9euery89pey89e3yfureyo9128yg78o32urerttoeuyuyqwh,Adam Hennessey,3,1.0.6,disapproval,,,,
1283,1284,0.027010616,0.071142465,0.901846886,1,Food Gang,2021-08-10,,"This Game Is Super Fun but if you are going to download this game, Make sure you have a strong internet connection, Because every time i'm on a battle... It will say 'You're currently offline. Please check your connection before countinue'. Sometimes it makes me angry because i'm on the middle of the game and we are going to win the match then BOOM! You were dissconnected. But overall it was great and awsome! I reccomend you to download this game! Its super fun🙂🤩👍",Rainier Zapata,5,1.0.6,admiration,,,,
1284,1285,0.971858323,0.024457069,0.003684476,0,Food Gang,2021-08-10,,"Actually this game sucks: if I get tokens and I upgrade my character, when i get back, the character is back to his lower level. I hate when that happens.1 star fix it please👿😠😠😠😠😠🙏",Ilija Stanojević,1,1.0.6,annoyance,,,,
1285,1286,0.650553882,0.289164364,0.06028178,0,Food Gang,2021-08-09,,insane,Ken Kilian,5,,neutral,,,,
1286,1287,0.892240822,0.101554222,0.006204972,0,Food Gang,2021-08-09,,It's literally a fake online,interessante,1,,disapproval,,,,
1287,1288,0.00249087,0.006183152,0.991325915,1,Food Gang,2021-08-09,,I just what on my sonic ki mama this game is awesome I love it,Wajia Akhtar,5,1.0.6,joy,,,,
1288,1289,0.003346661,0.026691487,0.969961822,1,Food Gang,2021-08-09,,It's a good game,BAKKIYAVIJAYARAJ MAGIMAINATHAN,5,1.0.6,joy,,,,
1289,1290,0.204364002,0.614999771,0.180636197,0,Food Gang,2021-08-09,,ANREJ,Andrej Trajanovski,5,,neutral,,,,
1290,1291,0.005303019,0.028582912,0.966114044,1,Food Gang,2021-08-08,,This game is cool And Awsome I Get it 5 Stars Cause i Like It Very Cool Game! About That I Can't Get Walter,Dionicio Rasay,5,1.0.6,admiration,,,,
1291,1292,0.01273088,0.100903273,0.886365831,1,Food Gang,2021-08-07,,Good Job,Ricardo Bailey,5,1.0.6,gratitude,,,,
1292,1293,0.001595801,0.012614943,0.985789239,1,Food Gang,2021-08-06,,Good this is cool,Cederickjames Mejia,4,,admiration,,,,
1293,1294,0.003144368,0.023828091,0.973027587,1,Food Gang,2021-08-06,,I'm so like this game tHank you for create this game to everyone I like how you crate a map and a food I like it,Badrul Hisham,5,1.0.6,love,,,,
1294,1295,0.960437596,0.03550579,0.00405659,0,Food Gang,2021-08-06,,Food gang is bad,Senun Nickel Rathna,1,1.0.6,disgust,,,,
1295,1296,0.002080389,0.012123362,0.985796273,1,Food Gang,2021-08-06,,It is a very good game,James Archbold,5,1.0.6,joy,,,,
1296,1297,0.869534135,0.112272143,0.018193707,0,Food Gang,2021-08-06,,It's so laggy,Andy Zavapa,1,,annoyance,,,,
1297,1298,0.561806858,0.327156276,0.111036852,0,Food Gang,2021-08-06,,Basses,Nada Eid Eid,5,1.0.6,neutral,,,,
1298,1299,0.001422482,0.017510092,0.981067419,1,Food Gang,2021-08-06,,Team food group of food this is te best,Rowena Lobaton Ternal,5,,admiration,,,,
1299,1300,0.001271851,0.013705537,0.985022604,1,Food Gang,2021-08-05,,food Gang is soo cool,Mansour Abbaker mugahid,5,1.0.6,approval,,,,
1300,1301,0.003449385,0.049929257,0.946621358,1,Food Gang,2021-08-04,,"Super game available at 30 MB. But make extra characters,events,elite pass. Make this game more attractive.",Shiva Sanjay,4,1.0.6,approval,,,,
1301,1302,0.395968676,0.398016959,0.206014395,0,Food Gang,2021-08-03,,"When I got the bro headphones on bro's stats it never shows up when my health is under 50, FIX IT. sorry if I did caps I do like this game really",Lety Carcamo,3,1.0.6,disappointment,,,,
1302,1303,0.002201769,0.006339244,0.991459012,1,Food Gang,2021-08-03,,I love this game because i got an epic fighter is Jack i love it,Ziyaad Khan,5,1.0.6,love,,,,
1303,1304,0.958841383,0.037532046,0.003626612,0,Food Gang,2021-08-03,,It's a trash attempt to copy brawl stars there's an ad every five seconds and it controls like garbage,D.D.R.,1,,neutral,,,,
1304,1305,0.166033953,0.281341285,0.552624702,1,Food Gang,2021-08-03,,It's the best game ever but I have two problems 1.pls can you add multiplayer because it's kind of lonely to play 2.can you pls make king burger not premium thanks😊👌,Cool Kid124,3,,disapproval,,,,
1305,1306,0.177294642,0.526487529,0.296217859,1,Food Gang,2021-08-02,,Ok,MochiHaikal,5,,approval,,,,
1306,1307,0.147987992,0.8012802,0.050731815,0,Food Gang,2021-08-02,,٩(♡ε♡ )۶,KD hari lover KD hari lover,2,,neutral,,,,
1307,1308,0.790046871,0.161327392,0.048625737,0,Food Gang,2021-08-02,,"The amount of ads is completely shocking, it's a great game otherwise but an ad every 3 minutes is ludicrous",Daniel Cawley,1,1.0.6,admiration,,,,
1308,1309,0.203536585,0.571344912,0.225118503,1,Food Gang,2021-08-02,,Like,Joan Taguaz,5,1.0.6,neutral,,,,
1309,1310,0.35612011,0.585608423,0.058271416,0,Food Gang,2021-08-01,,Bad the pumpkin,jose silva,1,1.0.6,disappointment,,,,
1310,1311,0.002245819,0.022576479,0.975177646,1,Food Gang,2021-08-01,,Very fun five stars,Sheila Stonhold,5,1.0.3,joy,,,,
1311,1312,0.002613174,0.012447568,0.984939218,1,Food Gang,2021-08-01,,Wow best game 😍😍😍😍,Siyaram Singh,5,,amusement,,,,
1312,1313,0.703179777,0.211227804,0.085592322,0,Food Gang,2021-07-31,,The game is good but there is too much adds it annoys me so much and in the pepper quest it's frustrating it made me cry of rage that's why I rate it on one star,Lanz Jeuel Cubal,1,,annoyance,,,,
1313,1314,0.976535261,0.020585399,0.002879377,0,Food Gang,2021-07-31,,Don't download its not worth it it's bad Don't play it its total garbage,Jandell urena,1,,disapproval,,,,
1314,1315,0.002476356,0.012653355,0.984870255,1,Food Gang,2021-07-31,,Good game and I love food 🍉🍍🍌🥩🍅🥔🥦🥒🍩🍕,Chan Zhonglun,5,1.0.6,admiration,,,,
1315,1316,0.205816001,0.369867474,0.424316496,1,Food Gang,2021-07-31,,The game is awesome but the aim isn't. The game is amazing but I feel like It'd be better if we could aim.,Faraby Idris,4,1.0.6,admiration,,,,
1316,1317,0.975171864,0.020241501,0.004586653,0,Food Gang,2021-07-31,,Suckss😡🤬🤮🤢,Nikos Neiah Telmo,1,1.0.6,annoyance,,,,
1317,1318,0.977522671,0.01896756,0.003509782,0,Food Gang,2021-07-31,,i hate this game it wont me win,Psalm Madridano,1,,anger,,,,
1318,1319,0.002200964,0.022299338,0.975499749,1,Food Gang,2021-07-29,,Very impressive and funny shut good game coz its efficient for low phone anyway if u wanna play any funny tdm play this😂😂😂😂😁😁😁,Mumtaz Ali,5,,admiration,,,,
1319,1320,0.006891367,0.067722574,0.925386071,1,Food Gang,2021-07-29,,It is a nice game u all can download the game but u should add more characters and skins,GOPI B S,4,1.0.6,approval,,,,
1320,1321,0.577946901,0.384227604,0.037825476,0,Food Gang,2021-07-29,,You cannot choose your Maps,Jorge Andrew,4,1.0.6,neutral,,,,
1321,1322,0.002731507,0.025633348,0.971635103,1,Food Gang,2021-07-29,,Very fun 😁,DoorMan,5,1.0.6,amusement,,,,
1322,1323,0.060793415,0.329427898,0.609778702,1,Food Gang,2021-07-29,,Good,Gangadhar Andhale,5,1.0.6,admiration,,,,
1323,1324,0.312259972,0.5299263,0.157813713,0,Food Gang,2021-07-28,,Uuh,i i,5,1.0.6,neutral,,,,
1324,1325,0.001856303,0.020901879,0.977241874,1,Food Gang,2021-07-28,,It is a fun game and i enghoying it and iam in sushi leavel,Natnael Alemseged,4,,joy,,,,
1325,1326,0.002269468,0.032296177,0.965434372,1,Food Gang,2021-07-27,,I Love Haka Foreverr,Bambang Prihadi,5,,love,,,,
1326,1327,0.931324899,0.056234866,0.012440328,0,Food Gang,2021-07-27,,Its good. But I gave it 2 stars because. Why would I watch an ad everytime I won? Don't i deserve that reward? I hate it and deleted the game. It really annoys me. You could atleast put the ads on the shop to get the boxes or something. Overall its good. I just hate the ad.,Kent Tejada,2,1.0.6,admiration,,,,
1327,1328,0.002041552,0.027626522,0.970331967,1,Food Gang,2021-07-27,,I like it is cool,The Isaac Tomas,5,1.0.6,joy,,,,
1328,1329,0.119535699,0.777564108,0.102900237,0,Food Gang,2021-07-27,,ja želim jeck pliz,Ivana Sladić,5,1.0.6,neutral,,,,
1329,1330,0.011906676,0.108889453,0.879203856,1,Food Gang,2021-07-26,,Nice game,Marcus Lim,5,1.0.6,admiration,,,,
1330,1331,0.004615539,0.023269234,0.972115219,1,Food Gang,2021-07-26,,It's really fun and quick. I wish there were more characters though,zv102 zv,5,1.0.6,joy,,,,
1331,1332,0.139688,0.784959733,0.075352252,0,Food Gang,2021-07-26,,Geme itu bagus Dan keren,Ade Ihsan,5,,neutral,,,,
1332,1333,0.030184321,0.043400753,0.926414907,1,Food Gang,2021-07-26,,"I love this brawl game! Its so fun to play it all the time! But, when you uninstall it, the data will be gone, so be careful!",Gabriel Kiatrice Lavarez,5,1.0.6,joy,,,,
1333,1334,0.005696087,0.167622402,0.826681554,1,Food Gang,2021-07-25,,👌👌👌👍👍👍😍😍,Pulyala Anshuu,5,,amusement,,,,
1334,1335,0.490711898,0.481670171,0.02761793,0,Food Gang,2021-07-25,,Idk what to say,Matias Carrasco,3,1.0.6,confusion,,,,
1335,1336,0.007166178,0.077354588,0.915479302,1,Food Gang,2021-07-25,,real good game,E epro88,5,,admiration,,,,
1336,1337,0.916572571,0.075158298,0.008269073,0,Food Gang,2021-07-25,,VIP pass is way too expensive,JFizz,2,1.0.6,neutral,,,,
1337,1338,0.055848043,0.374631375,0.569520593,1,Food Gang,2021-07-25,,They should remove the ads and make the cheracters more interesting In my opinion,BASIL VARGHESE,4,,approval,,,,
1338,1339,0.053686932,0.871798217,0.074514881,1,Food Gang,2021-07-25,,Train to busan,Rochelle Lacanienta,5,,neutral,,,,
1339,1340,0.18535313,0.45363611,0.36101079,1,Food Gang,2021-07-24,,"I like the mechanics of the game but for me its very delayed and laggy and also I feel like it needs more content,what I would especially want is to be able to pick maps because I like certain ones better",Media Guy,3,1.0.6,love,,,,
1340,1341,0.225536823,0.539011836,0.235451356,1,Food Gang,2021-07-24,,Iam Giving 2 Star Because In This Game There Isn't Any Multiplayer Mode We Can't Play With Our Friends Please Update It And Make Multiplayer Mode So We Can Play With Our Friends Please Update It,GAM2R HACKS,2,1.0.6,neutral,,,,
1341,1342,0.716635346,0.255256385,0.028108282,0,Food Gang,2021-07-24,,i play this game but its littel bit laggy,Sumit_ lafaria,2,1.0.6,annoyance,,,,
1342,1343,0.001623049,0.006719361,0.991657555,1,Food Gang,2021-07-24,,I love this game my fav character is Walter The 🍉,Ashley Cooper,5,,love,,,,
1343,1344,0.028872896,0.755713046,0.215414003,1,Food Gang,2021-07-24,,Multiplayer pls,Artific Games,1,,neutral,,,,
1344,1345,0.244141012,0.54582715,0.210031822,0,Food Gang,2021-07-23,,Noice,Harshit Gaur,5,1.0.6,neutral,,,,
1345,1346,0.092671722,0.781349838,0.12597838,1,Food Gang,2021-07-23,,Give mi gems l have any character,Shiv Kumar,4,,curiosity,,,,
1346,1347,0.001748398,0.010908147,0.987343431,1,Food Gang,2021-07-23,,Yeaahhh! Smash those squashes!! UwU BOOOOM those tomatoes!! This game is amazing .. download it now😎😎,XXxwhitewolf_bsXXx,5,,excitement,,,,
1347,1348,0.003738066,0.011126138,0.985135853,1,Food Gang,2021-07-23,,Love this game just wish there were more maps. Great way to pass the time. Simple but fun.,NCH,4,1.0.6,admiration,,,,
1348,1349,0.009236158,0.052574556,0.938189268,1,Food Gang,2021-07-23,,Nice one game good,Muhammad Waheed,5,1.0.6,admiration,,,,
1349,1350,0.97649163,0.021041762,0.002466629,0,Food Gang,2021-07-23,,This too bad so bad i only deafeat in this game don't dowload this game,neelam jain,1,1.0.6,disappointment,,,,
1350,1351,0.317303866,0.543899238,0.13879694,0,Food Gang,2021-07-23,,OP,Ruchali Bayas,5,,neutral,,,,
1351,1352,0.043311946,0.799566746,0.157121256,1,Food Gang,2021-07-22,,King gift spicel,Bapi Debnath,5,,neutral,,,,
1352,1353,0.781180918,0.199522704,0.019296447,0,Food Gang,2021-07-22,,I cant even press the battle button,redken_06,1,,anger,,,,
1353,1354,0.012973293,0.121170804,0.865855932,1,Food Gang,2021-07-21,,The best,SSunde Among us sus,5,1.0.6,admiration,,,,
1354,1355,0.002425296,0.028443858,0.969130874,1,Food Gang,2021-07-21,,"It, very cool game bro",Vinita nimade,5,,admiration,,,,
1355,1356,0.066841289,0.622343898,0.310814828,1,Food Gang,2021-07-20,,Super game ES ELAMU ALEJKUM IM IS MUSLIM,Ilhan Kukic,4,1.0.6,neutral,,,,
1356,1357,0.177294642,0.526487529,0.296217859,1,Food Gang,2021-07-20,,Ok,Alex Knievel,3,,approval,,,,
1357,1358,0.002407744,0.006790912,0.990801394,1,Food Gang,2021-07-20,,This game is so good,Alpa Panchal,5,,joy,,,,
1358,1359,0.002146706,0.018422356,0.979430974,1,Food Gang,2021-07-19,,Kishan game is awesome,Free Fire,5,,excitement,,,,
1359,1360,0.011246721,0.020634206,0.968119025,1,Food Gang,2021-07-19,,I love this game so much. There are so many dangerous fights. I play when I get some time.,Sampreet Shubhadarshan Nikhil,5,1.0.6,joy,,,,
1360,1361,0.003052886,0.022401918,0.974545181,1,Food Gang,2021-07-19,,This is very addicting game,PREM GAMER,5,1.0.6,approval,,,,
1361,1362,0.149085134,0.361003458,0.489911407,1,Food Gang,2021-07-19,,Its a good game but its very glichy?,Benjamin Hahn,3,1.0.6,admiration,,,,
1362,1363,0.002089935,0.005625722,0.992284358,1,Food Gang,2021-07-19,,Food game this is my favorite game I can't wait to play it get look everyone,222dr3amgurl,5,,excitement,,,,
1363,1364,0.657231808,0.32239908,0.020369101,0,Food Gang,2021-07-19,,Every person ive played has been a robot,Jelly Belly,4,1.0.6,neutral,,,,
1364,1365,0.003456586,0.009890085,0.986653388,1,Food Gang,2021-07-18,,I love this gaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeemeeeeeeeeeeeeeeee,Artnnie Sabado,5,,love,,,,
1365,1366,0.192962557,0.717152119,0.089885339,0,Food Gang,2021-07-18,,Es muy divertido pero lo borre por espacio,Yocasta Cornelio,5,,neutral,,,,
1366,1367,0.597471535,0.365145922,0.037382539,0,Food Gang,2021-07-18,,Very lagy,Ershad Shah,1,1.0.6,neutral,,,,
1367,1368,0.002942953,0.023249879,0.973807216,1,Food Gang,2021-07-18,,Very good game🎮,Shweta Bansal,5,1.0.6,admiration,,,,
1368,1369,0.230453566,0.534662604,0.234883815,1,Food Gang,2021-07-18,,Gadi,zefira zuskis,1,,neutral,,,,
1369,1370,0.008095546,0.080937028,0.91096741,1,Food Gang,2021-07-18,,Outstanding game,Asha Setty,5,,admiration,,,,
1370,1371,0.221209735,0.598361135,0.180429086,0,Food Gang,2021-07-17,,Op,Sabaj Pathan,5,,neutral,,,,
1371,1372,0.002738856,0.040646486,0.956614614,1,Food Gang,2021-07-17,,Good😁😁👍👍,Adam Harith,5,,approval,,,,
